Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments
Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Global CA,DE:28:F4:A4:FF:E5:B9:2F:A3:C5:03:D1:A3:49:A7:F9:96:2A:82:12,2002 May 21,2022 May 21,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,https://ssltest14.bbtest.net/,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Global CA 2,A9:E9:78:08:14:37:58:88:F2:05:19:B0:6D:2B:0D:2B:60:16:90:7D,2004 Mar 04,2019 Mar 04,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=294916,NSS 3.11.4,Firefox 2,https://ssltest19.bbtest.net/,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Primary Certification Authority,32:3C:11:8E:1B:F7:B8:B6:52:54:E2:E2:10:0D:D6:02:90:37:F0:96,2006 Nov 27,2036 Jul 16,2048,SHA-1,Websites,1.3.6.1.4.1.14370.1.6,https://bugzilla.mozilla.org/show_bug.cgi?id=407168,NSS 3.11.10,Firefox 3.0.2,https://ssltest22.bbtest.net/,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,KPMG,WebTrust,2014.06.18,
Symantec / GeoTrust,GeoTrust Inc.,(c) 2007 GeoTrust Inc. - For authorized use only,GeoTrust Primary Certification Authority - G2,8D:17:84:D5:37:F3:03:7D:EC:70:FE:57:8B:51:9A:99:E6:10:D7:B0,2007 Nov 05,2038 Jan 18,ECC,ECC,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=409236,NSS 3.12.6,Firefox 3.6.2,https://ssltest42.ssl.symclab.com,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
Symantec / GeoTrust,GeoTrust Inc.,(c) 2008 GeoTrust Inc. - For authorized use only,GeoTrust Primary Certification Authority - G3,03:9E:ED:B8:0B:E7:A0:3C:69:53:89:3B:20:D2:D9:32:3A:4C:2A:FD,2008 Apr 02,2037 Dec 01,2048,SHA-256,Code; Email; Websites,1.3.6.1.4.1.14370.1.6,https://bugzilla.mozilla.org/show_bug.cgi?id=484899,NSS 3.12.5,Firefox 3.6,https://ssltest21.bbtest.net,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,KPMG,WebTrust,2014.06.18,
Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Universal CA,E6:21:F3:35:43:79:05:9A:4B:68:30:9D:8A:2F:74:22:15:87:EC:79,2004 Mar 04,2029 Mar 04,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=294916,NSS 3.11.4,Firefox 2,https://ssltest20.bbtest.net,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Universal CA 2,37:9A:19:7B:41:85:45:35:0C:A6:03:69:F3:3C:2E:AF:47:4F:20:79,2004 Mar 04,2029 Mar 04,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=294916,NSS 3.11.4,Firefox 2,https://ssltest34.bbtest.net,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
GlobalSign,GlobalSign,GlobalSign Root CA - R2,GlobalSign,75:E0:AB:B6:13:85:12:27:1C:04:F8:5F:DD:DE:38:E4:B7:24:2E:FE,2006 Dec 15,2021 Dec 15,2048,SHA-1,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=367245,NSS 3.11.8,Firefox 2,https://2021.globalsign.com/,,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,
GlobalSign,GlobalSign,GlobalSign Root CA - R3,GlobalSign,D6:9B:56:11:48:F0:1C:77:C5:45:78:C1:09:26:DF:5B:85:69:76:AD,2009 Mar 18,2029 Mar 18,2048,SHA-256,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=507360,NSS 3.12.8,Firefox 3.6.12,https://2029.globalsign.com/,,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,
GlobalSign,GlobalSign,GlobalSign ECC Root CA - R4,GlobalSign ECC Root CA - R4,69:69:56:2E:40:80:F4:24:A1:E7:19:9F:14:BA:F3:EE:58:AB:6A:BB,2012 Nov 13,2038 Jan 19,ECC P-256,ECC,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=825954,NSS 3.17.3,Firefox 36,https://2038r4.globalsign.com/,None,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,
GlobalSign,GlobalSign,GlobalSign ECC Root CA - R5,GlobalSign ECC Root CA - R5,1F:24:C6:30:CD:A4:18:EF:20:69:FF:AD:4F:DD:5F:46:3A:1B:69:AA,2012 Nov 13,2038 Jan 19,ECC P-384,ECC,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=825954,NSS 3.17.3,Firefox 36,https://2038r5.globalsign.com,None,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,
GlobalSign,GlobalSign nv-sa,Root CA,GlobalSign Root CA,B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C,1998 Sep 01,2028 Jan 28,2048,SHA-1,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=406794,NSS 3.11.10,Firefox 3.0.2,https://2028.globalsign.com/,,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,
GoDaddy,"GoDaddy.com, Inc.",,Go Daddy Root Certificate Authority - G2,47:BE:AB:C9:22:EA:E8:0E:78:78:34:62:A7:9F:45:C2:54:FD:E6:8B,2009 Sep 01,2037 Dec 31,2048,SHA-256,Code; Websites,2.16.840.1.114413.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=527056,NSS 3.12.10,Firefox 6.0,https://valid.gdig2.catest.godaddy.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,
"Government of Taiwan, Government Root Certification Authority (GRCA)",Government Root Certification Authority,,Taiwan GRCA,F4:8B:11:BF:DE:AB:BE:94:54:20:71:E6:41:DE:6B:BE:88:2B:40:B9,2002 Dec 05,2032 Dec 05,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=274106,NSS 3.11.4,Firefox 2,https://www.cp.gov.tw/portal/Clogin.aspx?ReturnHost=www.gov.tw&ReturnUrl=%2fdefault.aspx,,http://grca.nat.gov.tw/01-01.html,http://grca.nat.gov.tw/download/gpki_CP_v1.7.pdf,http://grca.nat.gov.tw/download/GRCA_CPS_v1.3.pdf,https://cert.webtrust.org/SealFile?seal=1663&file=pdf,NONE!,,KPMG,WebTrust,2014.04.23,
HARICA,Hellenic Academic and Research Institutions Cert. Authority,,Hellenic Academic and Research Institutions RootCA 2011,FE:45:65:9B:79:03:5B:98:A1:61:B5:51:2E:AC:DA:58:09:48:22:4D,2011 Dec 06,2031 Dec 01,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=581901,NSS 3.13.2,Firefox 11,https://www.harica.gr,,http://www.harica.gr/,http://www.harica.gr/procedures.php,http://www.harica.gr/documents/CPS-EN.pdf,http://www.my-audit.gr/audit/reports/Harica-2014.12.20-Rev1.3.pdf,http://www.my-audit.gr/audit/reports/Harica_BR_1.2.3_2014.12.01_v.1.1.pdf,,Deventum,ETSI TS 102 042,2014.12.20,
"Government of Hong Kong (SAR), Hongkong Post, Certizen",Hongkong Post,,Hongkong Post Root CA 1,D6:DA:A8:20:8D:09:D2:15:4D:24:B5:2F:CB:34:6E:B2:58:B2:8A:58,2003 May 15,2023 May 15,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=408949,NSS 3.12.6,Firefox 3.6.2,https://www.hongkongpost.gov.hk/,,http://www.hongkongpost.gov.hk/index.html,http://www.hongkongpost.gov.hk/product/cps/ecert,http://www.hongkongpost.gov.hk/product/cps/ecert/,https://cert.webtrust.org/SealFile?seal=1655&file=pdf,NONE!,,Ernst & Young,WebTrust,2014.02.28,
IdenTrust,IdenTrust,,IdenTrust Commercial Root CA 1,DF:71:7E:AA:4A:D9:4E:C9:55:84:99:60:2D:48:DE:5F:BC:F0:3A:25,2014 Jan 16,2034 Jan 16,4096,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=1037590,NSS 3.18,Firefox 38,https://sha2ssl-trustidvalid.identrustssl.com/,None,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,https://secure.identrust.com/certificates/policy/ts/current-baseline-requirements-audit.pdf,,BrightLine,WebTrust,2014.07.25,
IdenTrust,IdenTrust,,IdenTrust Public Sector Root CA 1,BA:29:41:60:77:98:3F:F4:F3:EF:F2:31:05:3B:2E:EA:6D:4D:45:FD,2014 Jan 16,2034 Jan 16,4096,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=1037590,NSS 3.18,Firefox 38,https://sha2ssl-acesvalid.identrust.com/,None,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/aces/,https://secure.identrust.com/certificates/policy/aces/,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,https://secure.identrust.com/certificates/policy/ts/current-baseline-requirements-audit.pdf,,BrightLine,WebTrust,2014.07.25,
Izenpe S.A.,IZENPE S.A.,,Izenpe.com,2F:78:3D:25:52:18:A7:4A:65:39:71:B5:2C:A2:9C:45:15:6F:E9:19,2007 Dec 13,2037 Dec 13,4096,SHA-256,Code; Websites,"1.3.6.1.4.1.14777.6.1.1, 1.3.6.1.4.1.14777.6.1.2",https://bugzilla.mozilla.org/show_bug.cgi?id=361957,NSS 3.12.9,Firefox 4.0,https://servicios.izenpe.com/,,http://www.izenpe.com,http://www.izenpe.com/cps,http://www.izenpe.com/cps,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265_trusted-site-etsi-certificates-1334_ENX_HTML.htm,TUVIT,ETSI TS 102 042,2014.07.31,
Cybertrust Japan / JCSI,"Japan Certification Services, Inc.",,SecureSign RootCA11,3B:C4:9F:48:F8:F3:73:A0:9C:1E:BD:F8:5B:B1:C3:65:C7:D8:11:B3,2009 Apr 08,2029 Apr 08,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=496863,NSS 3.12.6,Firefox 3.6.2,,,https://www.cybertrust.ne.jp/,https://www.cybertrust.ne.jp/jcsi/repository.html,https://www.cybertrust.ne.jp/jcsi/CPS_JCSIRoot_Ver1.0_EN.pdf,https://bugzilla.mozilla.org/attachment.cgi?id=8471700,NONE!,,KPMG,WebTrust,2014.07.31,
"Government of Japan, Ministry of Internal Affairs and Communications",Japanese Government,ApplicationCA,ApplicationCA - Japanese Government,7F:8A:B0:CF:D0:51:87:6A:66:F3:36:0F:47:C8:8D:8C:D3:35:FC:74,2007 Dec 12,2017 Dec 12,2048,SHA-1,Code; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=474706,NSS 3.12.5,Firefox 3.6,https://www.gpki.go.jp/apca/index.html,,http://www.gpki.go.jp/,http://www.gpki.go.jp,https://bugzilla.mozilla.org/attachment.cgi?id=379657,https://cert.webtrust.org/SealFile?seal=1793&file=pdf,NONE!,,KPMG,WebTrust,2014.12.25,"https://bugzilla.mozilla.org/show_bug.cgi?id=870185#c28 -- We will take a readiness assessment of the BR audit this year, and we will take the BR audit next year."
Microsec e-Szignó CA,Microsec Ltd.,e-Szigno CA,Microsec e-Szigno Root CA,23:88:C9:D3:71:CC:9E:96:3D:FF:7D:3C:A7:CE:FC:D6:25:EC:19:0D,2005 Apr 06,2017 Apr 06,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=370505,NSS 3.12.4,Firefox 3.5,https://srv.e-szigno.hu/,,http://www.e-szigno.hu/?lap=english,http://srv.e-szigno.hu/menu/index.php?lap=english_dokszab,http://www.e-szigno.hu/docs/szsz--hsz--altalanos--v2.0.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,,NMHH,ETSI TS 102 042,2015.01.29,
Microsec e-Szignó CA,Microsec Ltd.,,Microsec e-Szigno Root CA 2009,89:DF:74:FE:5C:F4:0F:4A:80:F9:E3:37:7D:54:DA:91:E1:01:31:8E,2009 Jun 16,2029 Dec 30,2048,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=510506,NSS 3.12.8,Firefox 3.6.12,https://pca.e-szigno.hu/,,http://www.e-szigno.hu/?lap=english,http://srv.e-szigno.hu/menu/index.php?lap=english_dokszab,http://www.e-szigno.hu/docs/szsz--hsz--altalanos--v2.0.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,,NMHH,ETSI TS 102 042,2015.01.29,
NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Expressz (Class C) Tanusitvanykiado,E3:92:51:2F:0A:CF:F5:05:DF:F6:DE:06:7F:75:37:E1:65:EA:57:4B,1999 Feb 25,2019 Feb 20,1024,MD5,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=279728,NSS 3.10,Firefox 1,Websites trust bit turned off in Firefox 32.,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgi?id=364923,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.
NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Kozjegyzoi (Class A) Tanusitvanykiado,AC:ED:5F:65:53:FD:25:CE:01:5F:1F:7A:48:3B:6A:74:9F:61:78:C6,1999 Feb 24,2019 Feb 19,2048,MD5,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=279728,NSS 3.10,Firefox 1,"Migrating off of this root, but there are still valid SHA-1, 2048-bit certs. Waiting for them to expire.",,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/html/dok.html,http://www.netlock.hu/html/dok.html,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,NONE!,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.
NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Minositett Kozjegyzoi (Class QA) Tanusitvanykiado,01:68:97:E1:A0:B8:F2:C3:B1:34:66:5C:20:A7:27:B7:A1:58:E2:8F,2003 Mar 30,2022 Dec 15,2048,SHA-1,Code; Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=313942,NSS 3.11.2,Firefox 2,Websites trust bit not set.,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/html/dok.html,http://www.netlock.hu/html/dok.html,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.
NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Uzleti (Class B) Tanusitvanykiado,87:9F:4B:EE:05:DF:98:58:3B:E3:60:D6:33:E7:0D:3F:FE:98:71:AF,1999 Feb 25,2019 Feb 20,1024,MD5,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=279728,NSS 3.10,Firefox 1,Websites trust bit turned off in Firefox 32.,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/html/dok.html,http://www.netlock.hu/html/dok.html,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,Websites trust bit turned off in Firefox 32.,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.
NetLock Ltd.,NetLock Kft.,Tanúsítványkiadók (Certification Services),NetLock Arany (Class Gold) Főtanúsítvány,06:08:3F:59:3F:15:A1:04:A0:69:A4:6B:A9:03:D0:06:B7:97:09:91,2008 Dec 11,2028 Dec 06,2048,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=480966,NSS 3.12.6,Firefox 3.6.2,https://www.netlock.hu/,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgi?id=364923,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,NONE!,,NMHH,ETSI TS 102 042,2014.06.04,
Web.com,Network Solutions L.L.C.,,Network Solutions Certificate Authority,74:F8:A3:C3:EF:E7:B3:90:06:4B:83:90:3C:21:64:60:20:E5:DF:CE,2006 Dec 01,2029 Dec 31,2048,SHA-1,Websites,1.3.6.1.4.1.782.1.2.1.8.1,https://bugzilla.mozilla.org/show_bug.cgi?id=403915,NSS 3.11.10,Firefox 3.0.2,https://www.networksolutions.com/,,http://www.networksolutions.com/,http://www.networksolutions.com/legal/SSL-legal-repository-cps.jsp,https://www.networksolutions.com/legal/SSL-legal-repository-ev-cps.jsp,https://bugzilla.mozilla.org/attachment.cgi?id=8586991,https://bugzilla.mozilla.org/attachment.cgi?id=8586992,https://bugzilla.mozilla.org/attachment.cgi?id=8586994,Ernst & Young,WebTrust,2015.02.24,"The exceptions noted in the BR audit statement were corrected in March, 2015."
"Government of France (ANSSI, DCSSI)",PM/SGDN,DCSSI (new name is ANSSI),IGC/A,60:D6:89:74:B5:C2:65:9E:8A:0F:C1:88:7C:88:D2:46:69:1B:18:2C,2002 Dec 13,2020 Oct 17,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=368970,NSS 3.12.4,Firefox 3.5,https://e-formation.institut.minefi.gouv.fr/Login.asp,".fr, .gp, .gf, .mq, .re, .yt, .pm, .bl, .mf, .wf, .pf, .nc, .tf",http://www.ssi.gouv.fr,http://www.ssi.gouv.fr/IMG/pdf/igca-pc-v2.pdf,http://www.ssi.gouv.fr/site_article15.html,http://www.ssi.gouv.fr/fr/anssi/services-securises/igc-a/attestation-audits.html,http://www.ssi.gouv.fr/fr/anssi/services-securises/igc-a/attestation-audits.html,,French Government,ETSI TS 102 042,2014.12.15,
QuoVadis,QuoVadis Limited,,QuoVadis Root CA 1 G3,1B:8E:EA:57:96:29:1A:C9:39:EA:B8:0A:81:1A:73:73:C0:93:79:67,2012 Jan 12,2042 Jan 12,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=926541,NSS 3.16.3,Firefox 32,http://trust.quovadisglobal.com/qvrca1g3.crt,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,
QuoVadis,QuoVadis Limited,,QuoVadis Root CA 2,CA:3A:FB:CF:12:40:36:4B:44:B2:16:20:88:80:48:39:19:93:7C:F7,2006 Nov 24,2031 Nov 24,4096,SHA-1,Code; Email; Websites,1.3.6.1.4.1.8024.0.2.100.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=365281,NSS 3.11.8,Firefox 2,https://evsslrca2-v.quovadisglobal.com,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,Ernst & Young,WebTrust,2015.03.27,
QuoVadis,QuoVadis Limited,,QuoVadis Root CA 2 G3,09:3C:61:F3:8B:8B:DC:7D:55:DF:75:38:02:05:00:E1:25:F5:C8:36,2012 Jan 12,2042 Jan 12,4096,SHA-256,Code; Websites,1.3.6.1.4.1.8024.0.2.100.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=926541,NSS 3.16.3,Firefox 32,http://trust.quovadisglobal.com/qvrca2g3.crt,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,Ernst & Young,WebTrust,2015.03.27,
QuoVadis,QuoVadis Limited,,QuoVadis Root CA 3,1F:49:14:F7:D8:74:95:1D:DD:AE:02:C0:BE:FD:3A:2D:82:75:51:85,2006 Nov 24,2031 Nov 24,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=365281,NSS 3.11.8,Firefox 2,https://qvsslrca3-v.quovadisglobal.com,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,
QuoVadis,QuoVadis Limited,,QuoVadis Root CA 3 G3,48:12:BD:92:3C:A8:C4:39:06:E7:30:6D:27:96:E6:A4:CF:22:2E:7D,2012 Jan 12,2042 Jan 12,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=926541,NSS 3.16.3,Firefox 32,http://trust.quovadisglobal.com/qvrca3g3.crt,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,
QuoVadis,QuoVadis Limited,Root Certification Authority,QuoVadis Root Certification Authority,DE:3F:40:BD:50:93:D3:9B:6C:60:F6:DA:BC:07:62:01:00:89:76:C9,2001 Mar 19,2021 Mar 17,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=238381,NSS 3.9.6,Firefox 1,https://qvsslrca-v.quovadisglobal.com,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,
RSA the Security Division of EMC,RSA Security Inc,RSA Security 2048 V3,RSA Security 2048 v3,25:01:90:19:CF:FB:D9:99:1C:B7:68:25:74:8D:94:5F:30:93:95:42,2001 Feb 22,2026 Feb 22,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,https://knowledge.rsasecurity.com,,http://www.emc.com/domains/rsa/index.htm,http://www.emc.com/collateral/technical-documentation/rsa-root-signing-service-certificate-policy.pdf,http://www.emc.com/collateral/technical-documentation/rsa-root-signing-service-certification-practice-statement.pdf,https://cert.webtrust.org/SealFile?seal=1836&file=pdf,NONE!,,Grant Thornton,WebTrust,2015.02.11,
